"Statistic","Year","County","UNIT","VALUE"
"Births outside Marriage","1995","Cork City","Number","514"
"Births outside Marriage","1995","Cork County","Number","564"
"Births outside Marriage","1995","Kerry","Number","248"
"Births outside Marriage","1995","Limerick City","Number","303"
"Births outside Marriage","1995","Limerick County","Number","202"
"Births outside Marriage","1995","North Tipperary","Number","145"
"Births outside Marriage","1995","South Tipperary","Number","208"
"Births outside Marriage","1995","Tipperary","Number",""
"Births outside Marriage","1995","Galway City","Number","182"
"Births outside Marriage","1995","Leitrim","Number","35"
"Births outside Marriage","1995","Mayo","Number","148"
"Births outside Marriage","1995","Roscommon","Number","52"
"Births outside Marriage","1995","Sligo","Number","113"
"Births outside Marriage","1995","Galway County","Number","199"
"Births outside Marriage","1995","Cavan","Number","94"
"Births outside Marriage","1995","Donegal","Number","295"
"Births outside Marriage","1995","Monaghan","Number","99"
"Births outside Marriage","1995","Outside the State","Number",""
"Births outside Marriage","1996","State","Number","12797"
"Births outside Marriage","1996","Dublin City","Number","2766"
"Births outside Marriage","1996","Fingal","Number","572"
"Births outside Marriage","1996","Dun Laoghaire Rathdown","Number","521"
"Births outside Marriage","1996","South Dublin","Number","1227"
"Births outside Marriage","1996","Wicklow","Number","411"
"Births outside Marriage","1996","Carlow","Number","163"
"Births outside Marriage","1996","Kildare","Number","522"
"Births outside Marriage","1996","Kilkenny","Number","158"
"Births outside Marriage","1996","Laois","Number","135"
"Births outside Marriage","1996","Longford","Number","75"
"Births outside Marriage","1996","Louth","Number","390"
"Births outside Marriage","1996","Meath","Number","289"
"Births outside Marriage","1996","Offaly","Number","166"
"Births outside Marriage","1996","Westmeath","Number","200"
"Births outside Marriage","1996","Wexford","Number","392"
"Births outside Marriage","1996","Waterford County","Number","171"
"Births outside Marriage","1996","Waterford City","Number","221"
"Births outside Marriage","1996","Clare","Number","248"
"Births outside Marriage","1996","Cork City","Number","605"
"Births outside Marriage","1996","Cork County","Number","680"
"Births outside Marriage","1996","Kerry","Number","301"
"Births outside Marriage","1996","Limerick City","Number","385"
"Births outside Marriage","1996","Limerick County","Number","239"
"Births outside Marriage","1996","North Tipperary","Number","164"
"Births outside Marriage","1996","South Tipperary","Number","275"
"Births outside Marriage","1996","Tipperary","Number",""
"Births outside Marriage","1996","Galway City","Number","196"
"Births outside Marriage","1996","Leitrim","Number","45"
"Births outside Marriage","1996","Mayo","Number","244"
"Births outside Marriage","1996","Roscommon","Number","72"
"Births outside Marriage","1996","Sligo","Number","128"
"Births outside Marriage","1996","Galway County","Number","247"
"Births outside Marriage","1996","Cavan","Number","98"
"Births outside Marriage","1996","Donegal","Number","374"
"Births outside Marriage","1996","Monaghan","Number","117"
"Births outside Marriage","1996","Outside the State","Number",""
"Births outside Marriage","1997","State","Number","14149"
"Births outside Marriage","1997","Dublin City","Number","2879"
"Births outside Marriage","1997","Fingal","Number","651"
"Births outside Marriage","1997","Dun Laoghaire Rathdown","Number","616"
"Births outside Marriage","1997","South Dublin","Number","1512"
"Births outside Marriage","1997","Wicklow","Number","437"
"Births outside Marriage","1997","Carlow","Number","139"
"Births outside Marriage","1997","Kildare","Number","612"
"Births outside Marriage","1997","Kilkenny","Number","180"
"Births outside Marriage","1997","Laois","Number","147"
"Births outside Marriage","1997","Longford","Number","70"
"Births outside Marriage","1997","Louth","Number","424"
"Births outside Marriage","1997","Meath","Number","309"
"Births outside Marriage","1997","Offaly","Number","187"
"Births outside Marriage","1997","Westmeath","Number","240"
"Births outside Marriage","1997","Wexford","Number","460"
"Births outside Marriage","1997","Waterford County","Number","192"
"Births outside Marriage","1997","Waterford City","Number","253"
"Births outside Marriage","1997","Clare","Number","298"
"Births outside Marriage","1997","Cork City","Number","699"
"Births outside Marriage","1997","Cork County","Number","704"
"Births outside Marriage","1997","Kerry","Number","306"
"Births outside Marriage","1997","Limerick City","Number","447"
"Births outside Marriage","1997","Limerick County","Number","280"
"Births outside Marriage","1997","North Tipperary","Number","220"
"Births outside Marriage","1997","South Tipperary","Number","241"
"Births outside Marriage","1997","Tipperary","Number",""
"Births outside Marriage","1997","Galway City","Number","269"
"Births outside Marriage","1997","Leitrim","Number","29"
"Births outside Marriage","1997","Mayo","Number","234"
"Births outside Marriage","1997","Roscommon","Number","65"
"Births outside Marriage","1997","Sligo","Number","130"
"Births outside Marriage","1997","Galway County","Number","264"
"Births outside Marriage","1997","Cavan","Number","147"
"Births outside Marriage","1997","Donegal","Number","392"
"Births outside Marriage","1997","Monaghan","Number","116"
"Births outside Marriage","1997","Outside the State","Number",""
"Births outside Marriage","1998","State","Number","15492"
"Births outside Marriage","1998","Dublin City","Number","3259"
"Births outside Marriage","1998","Fingal","Number","765"
"Births outside Marriage","1998","Dun Laoghaire Rathdown","Number","577"
"Births outside Marriage","1998","South Dublin","Number","1395"
"Births outside Marriage","1998","Wicklow","Number","483"
"Births outside Marriage","1998","Carlow","Number","206"
"Births outside Marriage","1998","Kildare","Number","646"
"Births outside Marriage","1998","Kilkenny","Number","225"
"Births outside Marriage","1998","Laois","Number","195"
"Births outside Marriage","1998","Longford","Number","98"
"Births outside Marriage","1998","Louth","Number","519"
"Births outside Marriage","1998","Meath","Number","384"
"Births outside Marriage","1998","Offaly","Number","228"
"Births outside Marriage","1998","Westmeath","Number","224"
"Births outside Marriage","1998","Wexford","Number","534"
"Births outside Marriage","1998","Waterford County","Number","191"
"Births outside Marriage","1998","Waterford City","Number","264"
"Births outside Marriage","1998","Clare","Number","335"
"Births outside Marriage","1998","Cork City","Number","723"
"Births outside Marriage","1998","Cork County","Number","828"
"Births outside Marriage","1998","Kerry","Number","368"
"Births outside Marriage","1998","Limerick City","Number","422"
"Births outside Marriage","1998","Limerick County","Number","298"
"Births outside Marriage","1998","North Tipperary","Number","215"
"Births outside Marriage","1998","South Tipperary","Number","270"
"Births outside Marriage","1998","Tipperary","Number",""
"Births outside Marriage","1998","Galway City","Number","235"
"Births outside Marriage","1998","Leitrim","Number","50"
"Births outside Marriage","1998","Mayo","Number","274"
"Births outside Marriage","1998","Roscommon","Number","94"
"Births outside Marriage","1998","Sligo","Number","179"
"Births outside Marriage","1998","Galway County","Number","326"
"Births outside Marriage","1998","Cavan","Number","126"
"Births outside Marriage","1998","Donegal","Number","417"
"Births outside Marriage","1998","Monaghan","Number","139"
"Births outside Marriage","1998","Outside the State","Number",""
"Births outside Marriage","1999","State","Number","16790"
"Births outside Marriage","1999","Dublin City","Number","3175"
"Births outside Marriage","1999","Fingal","Number","1004"
"Births outside Marriage","1999","Dun Laoghaire Rathdown","Number","628"
"Births outside Marriage","1999","South Dublin","Number","1543"
"Births outside Marriage","1999","Wicklow","Number","576"
"Births outside Marriage","1999","Carlow","Number","204"
"Births outside Marriage","1999","Kildare","Number","658"
"Births outside Marriage","1999","Kilkenny","Number","258"
"Births outside Marriage","1999","Laois","Number","202"
"Births outside Marriage","1999","Longford","Number","108"
"Births outside Marriage","1999","Louth","Number","575"
"Births outside Marriage","1999","Meath","Number","431"
"Births outside Marriage","1999","Offaly","Number","239"
"Births outside Marriage","1999","Westmeath","Number","329"
"Births outside Marriage","1999","Wexford","Number","579"
"Births outside Marriage","1999","Waterford County","Number","232"
"Births outside Marriage","1999","Waterford City","Number","243"
"Births outside Marriage","1999","Clare","Number","392"
"Births outside Marriage","1999","Cork City","Number","677"
"Births outside Marriage","1999","Cork County","Number","867"
"Births outside Marriage","1999","Kerry","Number","415"
"Births outside Marriage","1999","Limerick City","Number","352"
"Births outside Marriage","1999","Limerick County","Number","418"
"Births outside Marriage","1999","North Tipperary","Number","210"
"Births outside Marriage","1999","South Tipperary","Number","345"
"Births outside Marriage","1999","Tipperary","Number",""
"Births outside Marriage","1999","Galway City","Number","252"
"Births outside Marriage","1999","Leitrim","Number","56"
"Births outside Marriage","1999","Mayo","Number","301"
"Births outside Marriage","1999","Roscommon","Number","106"
"Births outside Marriage","1999","Sligo","Number","172"
"Births outside Marriage","1999","Galway County","Number","396"
"Births outside Marriage","1999","Cavan","Number","187"
"Births outside Marriage","1999","Donegal","Number","485"
"Births outside Marriage","1999","Monaghan","Number","175"
"Births outside Marriage","1999","Outside the State","Number",""
"Births outside Marriage","2000","State","Number","17266"
"Births outside Marriage","2000","Dublin City","Number","3251"
"Births outside Marriage","2000","Fingal","Number","831"
"Births outside Marriage","2000","Dun Laoghaire Rathdown","Number","643"
"Births outside Marriage","2000","South Dublin","Number","1583"
"Births outside Marriage","2000","Wicklow","Number","574"
"Births outside Marriage","2000","Carlow","Number","255"
"Births outside Marriage","2000","Kildare","Number","785"
"Births outside Marriage","2000","Kilkenny","Number","263"
"Births outside Marriage","2000","Laois","Number","230"
"Births outside Marriage","2000","Longford","Number","121"
"Births outside Marriage","2000","Louth","Number","552"
"Births outside Marriage","2000","Meath","Number","438"
"Births outside Marriage","2000","Offaly","Number","238"
"Births outside Marriage","2000","Westmeath","Number","343"
"Births outside Marriage","2000","Wexford","Number","590"
"Births outside Marriage","2000","Waterford County","Number","240"
"Births outside Marriage","2000","Waterford City","Number","258"
"Births outside Marriage","2000","Clare","Number","356"
"Births outside Marriage","2000","Cork City","Number","701"
"Births outside Marriage","2000","Cork County","Number","962"
"Births outside Marriage","2000","Kerry","Number","438"
"Births outside Marriage","2000","Limerick City","Number","453"
"Births outside Marriage","2000","Limerick County","Number","364"
"Births outside Marriage","2000","North Tipperary","Number","296"
"Births outside Marriage","2000","South Tipperary","Number","341"
"Births outside Marriage","2000","Tipperary","Number",""
"Births outside Marriage","2000","Galway City","Number","326"
"Births outside Marriage","2000","Leitrim","Number","65"
"Births outside Marriage","2000","Mayo","Number","326"
"Births outside Marriage","2000","Roscommon","Number","103"
"Births outside Marriage","2000","Sligo","Number","208"
"Births outside Marriage","2000","Galway County","Number","363"
"Births outside Marriage","2000","Cavan","Number","165"
"Births outside Marriage","2000","Donegal","Number","454"
"Births outside Marriage","2000","Monaghan","Number","150"
"Births outside Marriage","2000","Outside the State","Number",""
"Births outside Marriage","2001","State","Number","18114"
"Births outside Marriage","2001","Dublin City","Number","3104"
"Births outside Marriage","2001","Fingal","Number","1051"
"Births outside Marriage","2001","Dun Laoghaire Rathdown","Number","569"
"Births outside Marriage","2001","South Dublin","Number","1605"
"Births outside Marriage","2001","Wicklow","Number","613"
"Births outside Marriage","2001","Carlow","Number","231"
"Births outside Marriage","2001","Kildare","Number","820"
"Births outside Marriage","2001","Kilkenny","Number","293"
"Births outside Marriage","2001","Laois","Number","262"
"Births outside Marriage","2001","Longford","Number","127"
"Births outside Marriage","2001","Louth","Number","661"
"Births outside Marriage","2001","Meath","Number","517"
"Births outside Marriage","2001","Offaly","Number","296"
"Births outside Marriage","2001","Westmeath","Number","354"
"Births outside Marriage","2001","Wexford","Number","650"
"Births outside Marriage","2001","Waterford County","Number","230"
"Births outside Marriage","2001","Waterford City","Number","337"
"Births outside Marriage","2001","Clare","Number","376"
"Births outside Marriage","2001","Cork City","Number","730"
"Births outside Marriage","2001","Cork County","Number","1049"
"Births outside Marriage","2001","Kerry","Number","450"
"Births outside Marriage","2001","Limerick City","Number","478"
"Births outside Marriage","2001","Limerick County","Number","333"
"Births outside Marriage","2001","North Tipperary","Number","286"
"Births outside Marriage","2001","South Tipperary","Number","355"
"Births outside Marriage","2001","Tipperary","Number",""
"Births outside Marriage","2001","Galway City","Number","322"
"Births outside Marriage","2001","Leitrim","Number","57"
"Births outside Marriage","2001","Mayo","Number","316"
"Births outside Marriage","2001","Roscommon","Number","119"
"Births outside Marriage","2001","Sligo","Number","214"
"Births outside Marriage","2001","Galway County","Number","403"
"Births outside Marriage","2001","Cavan","Number","187"
"Births outside Marriage","2001","Donegal","Number","558"
"Births outside Marriage","2001","Monaghan","Number","161"
"Births outside Marriage","2001","Outside the State","Number",""
"Births outside Marriage","2002","State","Number","18879"
"Births outside Marriage","2002","Dublin City","Number","3168"
"Births outside Marriage","2002","Fingal","Number","1136"
"Births outside Marriage","2002","Dun Laoghaire Rathdown","Number","531"
"Births outside Marriage","2002","South Dublin","Number","1658"
"Births outside Marriage","2002","Wicklow","Number","624"
"Births outside Marriage","2002","Carlow","Number","333"
"Births outside Marriage","2002","Kildare","Number","872"
"Births outside Marriage","2002","Kilkenny","Number","306"
"Births outside Marriage","2002","Laois","Number","278"
"Births outside Marriage","2002","Longford","Number","140"
"Births outside Marriage","2002","Louth","Number","571"
"Births outside Marriage","2002","Meath","Number","584"
"Births outside Marriage","2002","Offaly","Number","316"
"Births outside Marriage","2002","Westmeath","Number","381"
"Births outside Marriage","2002","Wexford","Number","662"
"Births outside Marriage","2002","Waterford County","Number","259"
"Births outside Marriage","2002","Waterford City","Number","332"
"Births outside Marriage","2002","Clare","Number","429"
"Births outside Marriage","2002","Cork City","Number","710"
"Births outside Marriage","2002","Cork County","Number","1140"
"Births outside Marriage","2002","Kerry","Number","472"
"Births outside Marriage","2002","Limerick City","Number","463"
"Births outside Marriage","2002","Limerick County","Number","412"
"Births outside Marriage","2002","North Tipperary","Number","270"
"Births outside Marriage","2002","South Tipperary","Number","380"
"Births outside Marriage","2002","Tipperary","Number",""
"Births outside Marriage","2002","Galway City","Number","349"
"Births outside Marriage","2002","Leitrim","Number","84"
"Births outside Marriage","2002","Mayo","Number","351"
"Births outside Marriage","2002","Roscommon","Number","133"
"Births outside Marriage","2002","Sligo","Number","187"
"Births outside Marriage","2002","Galway County","Number","414"
"Births outside Marriage","2002","Cavan","Number","192"
"Births outside Marriage","2002","Donegal","Number","556"
"Births outside Marriage","2002","Monaghan","Number","186"
"Births outside Marriage","2002","Outside the State","Number",""
"Births outside Marriage","2003","State","Number","19210"
"Births outside Marriage","2003","Dublin City","Number","3028"
"Births outside Marriage","2003","Fingal","Number","1298"
"Births outside Marriage","2003","Dun Laoghaire Rathdown","Number","554"
"Births outside Marriage","2003","South Dublin","Number","1641"
"Births outside Marriage","2003","Wicklow","Number","642"
"Births outside Marriage","2003","Carlow","Number","303"
"Births outside Marriage","2003","Kildare","Number","862"
"Births outside Marriage","2003","Kilkenny","Number","315"
"Births outside Marriage","2003","Laois","Number","261"
"Births outside Marriage","2003","Longford","Number","134"
"Births outside Marriage","2003","Louth","Number","588"
"Births outside Marriage","2003","Meath","Number","673"
"Births outside Marriage","2003","Offaly","Number","320"
"Births outside Marriage","2003","Westmeath","Number","349"
"Births outside Marriage","2003","Wexford","Number","732"
"Births outside Marriage","2003","Waterford County","Number","261"
"Births outside Marriage","2003","Waterford City","Number","310"
"Births outside Marriage","2003","Clare","Number","477"
"Births outside Marriage","2003","Cork City","Number","697"
"Births outside Marriage","2003","Cork County","Number","1167"
"Births outside Marriage","2003","Kerry","Number","465"
"Births outside Marriage","2003","Limerick City","Number","494"
"Births outside Marriage","2003","Limerick County","Number","418"
"Births outside Marriage","2003","North Tipperary","Number","267"
"Births outside Marriage","2003","South Tipperary","Number","411"
"Births outside Marriage","2003","Tipperary","Number",""
"Births outside Marriage","2003","Galway City","Number","336"
"Births outside Marriage","2003","Leitrim","Number","84"
"Births outside Marriage","2003","Mayo","Number","377"
"Births outside Marriage","2003","Roscommon","Number","138"
"Births outside Marriage","2003","Sligo","Number","205"
"Births outside Marriage","2003","Galway County","Number","418"
"Births outside Marriage","2003","Cavan","Number","210"
"Births outside Marriage","2003","Donegal","Number","607"
"Births outside Marriage","2003","Monaghan","Number","168"
"Births outside Marriage","2003","Outside the State","Number",""
"Births outside Marriage","2004","State","Number","19798"
"Births outside Marriage","2004","Dublin City","Number","3027"
"Births outside Marriage","2004","Fingal","Number","1292"
"Births outside Marriage","2004","Dun Laoghaire Rathdown","Number","605"
"Births outside Marriage","2004","South Dublin","Number","1660"
"Births outside Marriage","2004","Wicklow","Number","652"
"Births outside Marriage","2004","Carlow","Number","299"
"Births outside Marriage","2004","Kildare","Number","951"
"Births outside Marriage","2004","Kilkenny","Number","318"
"Births outside Marriage","2004","Laois","Number","305"
"Births outside Marriage","2004","Longford","Number","153"
"Births outside Marriage","2004","Louth","Number","650"
"Births outside Marriage","2004","Meath","Number","697"
"Births outside Marriage","2004","Offaly","Number","346"
"Births outside Marriage","2004","Westmeath","Number","404"
"Births outside Marriage","2004","Wexford","Number","763"
"Births outside Marriage","2004","Waterford County","Number","294"
"Births outside Marriage","2004","Waterford City","Number","290"
"Births outside Marriage","2004","Clare","Number","437"
"Births outside Marriage","2004","Cork City","Number","678"
"Births outside Marriage","2004","Cork County","Number","1214"
"Births outside Marriage","2004","Kerry","Number","507"
"Births outside Marriage","2004","Limerick City","Number","423"
"Births outside Marriage","2004","Limerick County","Number","461"
"Births outside Marriage","2004","North Tipperary","Number","305"
"Births outside Marriage","2004","South Tipperary","Number","404"
"Births outside Marriage","2004","Tipperary","Number",""
"Births outside Marriage","2004","Galway City","Number","326"
"Births outside Marriage","2004","Leitrim","Number","79"
"Births outside Marriage","2004","Mayo","Number","410"
"Births outside Marriage","2004","Roscommon","Number","147"
"Births outside Marriage","2004","Sligo","Number","227"
"Births outside Marriage","2004","Galway County","Number","501"
"Births outside Marriage","2004","Cavan","Number","185"
"Births outside Marriage","2004","Donegal","Number","599"
"Births outside Marriage","2004","Monaghan","Number","189"
"Births outside Marriage","2004","Outside the State","Number",""
"Births outside Marriage","2005","State","Number","19501"
"Births outside Marriage","2005","Dublin City","Number","2981"
"Births outside Marriage","2005","Fingal","Number","1257"
"Births outside Marriage","2005","Dun Laoghaire Rathdown","Number","600"
"Births outside Marriage","2005","South Dublin","Number","1651"
"Births outside Marriage","2005","Wicklow","Number","656"
"Births outside Marriage","2005","Carlow","Number","276"
"Births outside Marriage","2005","Kildare","Number","869"
"Births outside Marriage","2005","Kilkenny","Number","319"
"Births outside Marriage","2005","Laois","Number","258"
"Births outside Marriage","2005","Longford","Number","149"
"Births outside Marriage","2005","Louth","Number","585"
"Births outside Marriage","2005","Meath","Number","712"
"Births outside Marriage","2005","Offaly","Number","351"
"Births outside Marriage","2005","Westmeath","Number","399"
"Births outside Marriage","2005","Wexford","Number","736"
"Births outside Marriage","2005","Waterford County","Number","319"
"Births outside Marriage","2005","Waterford City","Number","318"
"Births outside Marriage","2005","Clare","Number","425"
"Births outside Marriage","2005","Cork City","Number","703"
"Births outside Marriage","2005","Cork County","Number","1267"
"Births outside Marriage","2005","Kerry","Number","464"
"Births outside Marriage","2005","Limerick City","Number","479"
"Births outside Marriage","2005","Limerick County","Number","417"
"Births outside Marriage","2005","North Tipperary","Number","340"
"Births outside Marriage","2005","South Tipperary","Number","355"
"Births outside Marriage","2005","Tipperary","Number",""
"Births outside Marriage","2005","Galway City","Number","272"
"Births outside Marriage","2005","Leitrim","Number","85"
"Births outside Marriage","2005","Mayo","Number","362"
"Births outside Marriage","2005","Roscommon","Number","141"
"Births outside Marriage","2005","Sligo","Number","191"
"Births outside Marriage","2005","Galway County","Number","545"
"Births outside Marriage","2005","Cavan","Number","198"
"Births outside Marriage","2005","Donegal","Number","611"
"Births outside Marriage","2005","Monaghan","Number","210"
"Births outside Marriage","2005","Outside the State","Number",""
"Births outside Marriage","2006","State","Number","21397"
"Births outside Marriage","2006","Dublin City","Number","2981"
"Births outside Marriage","2006","Fingal","Number","1459"
"Births outside Marriage","2006","Dun Laoghaire Rathdown","Number","684"
"Births outside Marriage","2006","South Dublin","Number","1755"
"Births outside Marriage","2006","Wicklow","Number","726"
"Births outside Marriage","2006","Carlow","Number","312"
"Births outside Marriage","2006","Kildare","Number","995"
"Births outside Marriage","2006","Kilkenny","Number","356"
"Births outside Marriage","2006","Laois","Number","331"
"Births outside Marriage","2006","Longford","Number","179"
"Births outside Marriage","2006","Louth","Number","696"
"Births outside Marriage","2006","Meath","Number","789"
"Births outside Marriage","2006","Offaly","Number","356"
"Births outside Marriage","2006","Westmeath","Number","437"
"Births outside Marriage","2006","Wexford","Number","798"
"Births outside Marriage","2006","Waterford County","Number","387"
"Births outside Marriage","2006","Waterford City","Number","314"
"Births outside Marriage","2006","Clare","Number","461"
"Births outside Marriage","2006","Cork City","Number","767"
"Births outside Marriage","2006","Cork County","Number","1395"
"Births outside Marriage","2006","Kerry","Number","536"
"Births outside Marriage","2006","Limerick City","Number","446"
"Births outside Marriage","2006","Limerick County","Number","537"
"Births outside Marriage","2006","North Tipperary","Number","316"
"Births outside Marriage","2006","South Tipperary","Number","385"
"Births outside Marriage","2006","Tipperary","Number",""
"Births outside Marriage","2006","Galway City","Number","313"
"Births outside Marriage","2006","Leitrim","Number","95"
"Births outside Marriage","2006","Mayo","Number","451"
"Births outside Marriage","2006","Roscommon","Number","176"
"Births outside Marriage","2006","Sligo","Number","270"
"Births outside Marriage","2006","Galway County","Number","555"
"Births outside Marriage","2006","Cavan","Number","296"
"Births outside Marriage","2006","Donegal","Number","636"
"Births outside Marriage","2006","Monaghan","Number","207"
"Births outside Marriage","2006","Outside the State","Number",""
"Births outside Marriage","2007","State","Number","23640"
"Births outside Marriage","2007","Dublin City","Number","3390"
"Births outside Marriage","2007","Fingal","Number","1628"
"Births outside Marriage","2007","Dun Laoghaire Rathdown","Number","653"
"Births outside Marriage","2007","South Dublin","Number","1924"
"Births outside Marriage","2007","Wicklow","Number","789"
"Births outside Marriage","2007","Carlow","Number","356"
"Births outside Marriage","2007","Kildare","Number","1103"
"Births outside Marriage","2007","Kilkenny","Number","348"
"Births outside Marriage","2007","Laois","Number","416"
"Births outside Marriage","2007","Longford","Number","177"
"Births outside Marriage","2007","Louth","Number","746"
"Births outside Marriage","2007","Meath","Number","1020"
"Births outside Marriage","2007","Offaly","Number","397"
"Births outside Marriage","2007","Westmeath","Number","444"
"Births outside Marriage","2007","Wexford","Number","929"
"Births outside Marriage","2007","Waterford County","Number","311"
"Births outside Marriage","2007","Waterford City","Number","355"
"Births outside Marriage","2007","Clare","Number","482"
"Births outside Marriage","2007","Cork City","Number","696"
"Births outside Marriage","2007","Cork County","Number","1586"
"Births outside Marriage","2007","Kerry","Number","588"
"Births outside Marriage","2007","Limerick City","Number","472"
"Births outside Marriage","2007","Limerick County","Number","601"
"Births outside Marriage","2007","North Tipperary","Number","386"
"Births outside Marriage","2007","South Tipperary","Number","450"
"Births outside Marriage","2007","Tipperary","Number",""
"Births outside Marriage","2007","Galway City","Number","344"
"Births outside Marriage","2007","Leitrim","Number","133"
"Births outside Marriage","2007","Mayo","Number","515"
"Births outside Marriage","2007","Roscommon","Number","210"
"Births outside Marriage","2007","Sligo","Number","298"
"Births outside Marriage","2007","Galway County","Number","627"
"Births outside Marriage","2007","Cavan","Number","322"
"Births outside Marriage","2007","Donegal","Number","696"
"Births outside Marriage","2007","Monaghan","Number","248"
"Births outside Marriage","2007","Outside the State","Number",""
"Births outside Marriage","2008","State","Number","25145"
"Births outside Marriage","2008","Dublin City","Number","3492"
"Births outside Marriage","2008","Fingal","Number","1691"
"Births outside Marriage","2008","Dun Laoghaire Rathdown","Number","673"
"Births outside Marriage","2008","South Dublin","Number","1934"
"Births outside Marriage","2008","Wicklow","Number","835"
"Births outside Marriage","2008","Carlow","Number","388"
"Births outside Marriage","2008","Kildare","Number","1236"
"Births outside Marriage","2008","Kilkenny","Number","398"
"Births outside Marriage","2008","Laois","Number","455"
"Births outside Marriage","2008","Longford","Number","201"
"Births outside Marriage","2008","Louth","Number","782"
"Births outside Marriage","2008","Meath","Number","994"
"Births outside Marriage","2008","Offaly","Number","409"
"Births outside Marriage","2008","Westmeath","Number","497"
"Births outside Marriage","2008","Wexford","Number","1029"
"Births outside Marriage","2008","Waterford County","Number","365"
"Births outside Marriage","2008","Waterford City","Number","426"
"Births outside Marriage","2008","Clare","Number","530"
"Births outside Marriage","2008","Cork City","Number","759"
"Births outside Marriage","2008","Cork County","Number","1719"
"Births outside Marriage","2008","Kerry","Number","651"
"Births outside Marriage","2008","Limerick City","Number","486"
"Births outside Marriage","2008","Limerick County","Number","618"
"Births outside Marriage","2008","North Tipperary","Number","399"
"Births outside Marriage","2008","South Tipperary","Number","474"
"Births outside Marriage","2008","Tipperary","Number",""
"Births outside Marriage","2008","Galway City","Number","362"
"Births outside Marriage","2008","Leitrim","Number","126"
"Births outside Marriage","2008","Mayo","Number","539"
"Births outside Marriage","2008","Roscommon","Number","214"
"Births outside Marriage","2008","Sligo","Number","299"
"Births outside Marriage","2008","Galway County","Number","738"
"Births outside Marriage","2008","Cavan","Number","378"
"Births outside Marriage","2008","Donegal","Number","783"
"Births outside Marriage","2008","Monaghan","Number","265"
"Births outside Marriage","2008","Outside the State","Number",""
"Births outside Marriage","2009","State","Number","25252"
"Births outside Marriage","2009","Dublin City","Number","3453"
"Births outside Marriage","2009","Fingal","Number","1674"
"Births outside Marriage","2009","Dun Laoghaire Rathdown","Number","775"
"Births outside Marriage","2009","South Dublin","Number","1988"
"Births outside Marriage","2009","Wicklow","Number","845"
"Births outside Marriage","2009","Carlow","Number","406"
"Births outside Marriage","2009","Kildare","Number","1246"
"Births outside Marriage","2009","Kilkenny","Number","436"
"Births outside Marriage","2009","Laois","Number","492"
"Births outside Marriage","2009","Longford","Number","244"
"Births outside Marriage","2009","Louth","Number","729"
"Births outside Marriage","2009","Meath","Number","958"
"Births outside Marriage","2009","Offaly","Number","424"
"Births outside Marriage","2009","Westmeath","Number","480"
"Births outside Marriage","2009","Wexford","Number","994"
"Births outside Marriage","2009","Waterford County","Number","345"
"Births outside Marriage","2009","Waterford City","Number","362"
"Births outside Marriage","2009","Clare","Number","544"
"Births outside Marriage","2009","Cork City","Number","788"
"Births outside Marriage","2009","Cork County","Number","1711"
"Births outside Marriage","2009","Kerry","Number","662"
"Births outside Marriage","2009","Limerick City","Number","443"
"Births outside Marriage","2009","Limerick County","Number","658"
"Births outside Marriage","2009","North Tipperary","Number","413"
"Births outside Marriage","2009","South Tipperary","Number","517"
"Births outside Marriage","2009","Tipperary","Number",""
"Births outside Marriage","2009","Galway City","Number","377"
"Births outside Marriage","2009","Leitrim","Number","123"
"Births outside Marriage","2009","Mayo","Number","503"
"Births outside Marriage","2009","Roscommon","Number","231"
"Births outside Marriage","2009","Sligo","Number","313"
"Births outside Marriage","2009","Galway County","Number","702"
"Births outside Marriage","2009","Cavan","Number","368"
"Births outside Marriage","2009","Donegal","Number","809"
"Births outside Marriage","2009","Monaghan","Number","239"
"Births outside Marriage","2009","Outside the State","Number",""
"Births outside Marriage","2010","State","Number","25372"
"Births outside Marriage","2010","Dublin City","Number","3578"
"Births outside Marriage","2010","Fingal","Number","1728"
"Births outside Marriage","2010","Dun Laoghaire Rathdown","Number","724"
"Births outside Marriage","2010","South Dublin","Number","1960"
"Births outside Marriage","2010","Wicklow","Number","831"
"Births outside Marriage","2010","Carlow","Number","354"
"Births outside Marriage","2010","Kildare","Number","1250"
"Births outside Marriage","2010","Kilkenny","Number","456"
"Births outside Marriage","2010","Laois","Number","523"
"Births outside Marriage","2010","Longford","Number","206"
"Births outside Marriage","2010","Louth","Number","818"
"Births outside Marriage","2010","Meath","Number","1027"
"Births outside Marriage","2010","Offaly","Number","430"
"Births outside Marriage","2010","Westmeath","Number","516"
"Births outside Marriage","2010","Wexford","Number","897"
"Births outside Marriage","2010","Waterford County","Number","330"
"Births outside Marriage","2010","Waterford City","Number","401"
"Births outside Marriage","2010","Clare","Number","516"
"Births outside Marriage","2010","Cork City","Number","783"
"Births outside Marriage","2010","Cork County","Number","1806"
"Births outside Marriage","2010","Kerry","Number","592"
"Births outside Marriage","2010","Limerick City","Number","422"
"Births outside Marriage","2010","Limerick County","Number","713"
"Births outside Marriage","2010","North Tipperary","Number","411"
"Births outside Marriage","2010","South Tipperary","Number","502"
"Births outside Marriage","2010","Tipperary","Number",""
"Births outside Marriage","2010","Galway City","Number","392"
"Births outside Marriage","2010","Leitrim","Number","121"
"Births outside Marriage","2010","Mayo","Number","505"
"Births outside Marriage","2010","Roscommon","Number","275"
