"Statistic","Year","County","UNIT","VALUE"
"Births within Marriage","1985","Waterford County","Number","805"
"Births within Marriage","1985","Waterford City","Number","557"
"Births within Marriage","1985","Clare","Number","1536"
"Births within Marriage","1985","Cork City","Number","1798"
"Births within Marriage","1985","Cork County","Number","4752"
"Births within Marriage","1985","Kerry","Number","1951"
"Births within Marriage","1985","Limerick City","Number","850"
"Births within Marriage","1985","Limerick County","Number","1924"
"Births within Marriage","1985","North Tipperary","Number","994"
"Births within Marriage","1985","South Tipperary","Number","1257"
"Births within Marriage","1985","Tipperary","Number",""
"Births within Marriage","1985","Galway City","Number","2894"
"Births within Marriage","1985","Leitrim","Number","427"
"Births within Marriage","1985","Mayo","Number","1958"
"Births within Marriage","1985","Roscommon","Number","821"
"Births within Marriage","1985","Sligo","Number","893"
"Births within Marriage","1985","Galway County","Number",""
"Births within Marriage","1985","Cavan","Number","920"
"Births within Marriage","1985","Donegal","Number","2189"
"Births within Marriage","1985","Monaghan","Number","888"
"Births within Marriage","1985","Outside the State","Number",""
"Births within Marriage","1986","State","Number","55674"
"Births within Marriage","1986","Dublin City","Number","5401"
"Births within Marriage","1986","Fingal","Number","2897"
"Births within Marriage","1986","Dun Laoghaire Rathdown","Number","2016"
"Births within Marriage","1986","South Dublin","Number","4077"
"Births within Marriage","1986","Wicklow","Number","1597"
"Births within Marriage","1986","Carlow","Number","801"
"Births within Marriage","1986","Kildare","Number","2326"
"Births within Marriage","1986","Kilkenny","Number","1139"
"Births within Marriage","1986","Laois","Number","901"
"Births within Marriage","1986","Longford","Number","518"
"Births within Marriage","1986","Louth","Number","1461"
"Births within Marriage","1986","Meath","Number","1821"
"Births within Marriage","1986","Offaly","Number","959"
"Births within Marriage","1986","Westmeath","Number","1101"
"Births within Marriage","1986","Wexford","Number","1672"
"Births within Marriage","1986","Waterford County","Number","832"
"Births within Marriage","1986","Waterford City","Number","534"
"Births within Marriage","1986","Clare","Number","1503"
"Births within Marriage","1986","Cork City","Number","1911"
"Births within Marriage","1986","Cork County","Number","4648"
"Births within Marriage","1986","Kerry","Number","1832"
"Births within Marriage","1986","Limerick City","Number","669"
"Births within Marriage","1986","Limerick County","Number","1895"
"Births within Marriage","1986","North Tipperary","Number","1008"
"Births within Marriage","1986","South Tipperary","Number","1197"
"Births within Marriage","1986","Tipperary","Number",""
"Births within Marriage","1986","Galway City","Number","579"
"Births within Marriage","1986","Leitrim","Number","416"
"Births within Marriage","1986","Mayo","Number","1879"
"Births within Marriage","1986","Roscommon","Number","813"
"Births within Marriage","1986","Sligo","Number","922"
"Births within Marriage","1986","Galway County","Number","2341"
"Births within Marriage","1986","Cavan","Number","932"
"Births within Marriage","1986","Donegal","Number","2182"
"Births within Marriage","1986","Monaghan","Number","894"
"Births within Marriage","1986","Outside the State","Number",""
"Births within Marriage","1987","State","Number","52086"
"Births within Marriage","1987","Dublin City","Number","4944"
"Births within Marriage","1987","Fingal","Number","2771"
"Births within Marriage","1987","Dun Laoghaire Rathdown","Number","2067"
"Births within Marriage","1987","South Dublin","Number","3766"
"Births within Marriage","1987","Wicklow","Number","1556"
"Births within Marriage","1987","Carlow","Number","683"
"Births within Marriage","1987","Kildare","Number","2143"
"Births within Marriage","1987","Kilkenny","Number","1148"
"Births within Marriage","1987","Laois","Number","779"
"Births within Marriage","1987","Longford","Number","499"
"Births within Marriage","1987","Louth","Number","1316"
"Births within Marriage","1987","Meath","Number","1665"
"Births within Marriage","1987","Offaly","Number","955"
"Births within Marriage","1987","Westmeath","Number","1007"
"Births within Marriage","1987","Wexford","Number","1620"
"Births within Marriage","1987","Waterford County","Number","691"
"Births within Marriage","1987","Waterford City","Number","487"
"Births within Marriage","1987","Clare","Number","1369"
"Births within Marriage","1987","Cork City","Number","1533"
"Births within Marriage","1987","Cork County","Number","4570"
"Births within Marriage","1987","Kerry","Number","1701"
"Births within Marriage","1987","Limerick City","Number","646"
"Births within Marriage","1987","Limerick County","Number","1764"
"Births within Marriage","1987","North Tipperary","Number","949"
"Births within Marriage","1987","South Tipperary","Number","1154"
"Births within Marriage","1987","Tipperary","Number",""
"Births within Marriage","1987","Galway City","Number","677"
"Births within Marriage","1987","Leitrim","Number","401"
"Births within Marriage","1987","Mayo","Number","1766"
"Births within Marriage","1987","Roscommon","Number","786"
"Births within Marriage","1987","Sligo","Number","790"
"Births within Marriage","1987","Galway County","Number","2149"
"Births within Marriage","1987","Cavan","Number","822"
"Births within Marriage","1987","Donegal","Number","2100"
"Births within Marriage","1987","Monaghan","Number","812"
"Births within Marriage","1987","Outside the State","Number",""
"Births within Marriage","1988","State","Number","48117"
"Births within Marriage","1988","Dublin City","Number","4751"
"Births within Marriage","1988","Fingal","Number","2645"
"Births within Marriage","1988","Dun Laoghaire Rathdown","Number","2038"
"Births within Marriage","1988","South Dublin","Number","3379"
"Births within Marriage","1988","Wicklow","Number","1379"
"Births within Marriage","1988","Carlow","Number","699"
"Births within Marriage","1988","Kildare","Number","1920"
"Births within Marriage","1988","Kilkenny","Number","1063"
"Births within Marriage","1988","Laois","Number","743"
"Births within Marriage","1988","Longford","Number","445"
"Births within Marriage","1988","Louth","Number","1182"
"Births within Marriage","1988","Meath","Number","1527"
"Births within Marriage","1988","Offaly","Number","830"
"Births within Marriage","1988","Westmeath","Number","955"
"Births within Marriage","1988","Wexford","Number","1469"
"Births within Marriage","1988","Waterford County","Number","707"
"Births within Marriage","1988","Waterford City","Number","455"
"Births within Marriage","1988","Clare","Number","1205"
"Births within Marriage","1988","Cork City","Number","1464"
"Births within Marriage","1988","Cork County","Number","4141"
"Births within Marriage","1988","Kerry","Number","1600"
"Births within Marriage","1988","Limerick City","Number","615"
"Births within Marriage","1988","Limerick County","Number","1631"
"Births within Marriage","1988","North Tipperary","Number","821"
"Births within Marriage","1988","South Tipperary","Number","983"
"Births within Marriage","1988","Tipperary","Number",""
"Births within Marriage","1988","Galway City","Number","430"
"Births within Marriage","1988","Leitrim","Number","346"
"Births within Marriage","1988","Mayo","Number","1641"
"Births within Marriage","1988","Roscommon","Number","679"
"Births within Marriage","1988","Sligo","Number","745"
"Births within Marriage","1988","Galway County","Number","2195"
"Births within Marriage","1988","Cavan","Number","804"
"Births within Marriage","1988","Donegal","Number","1911"
"Births within Marriage","1988","Monaghan","Number","719"
"Births within Marriage","1988","Outside the State","Number",""
"Births within Marriage","1989","State","Number","45347"
"Births within Marriage","1989","Dublin City","Number","4497"
"Births within Marriage","1989","Fingal","Number","2462"
"Births within Marriage","1989","Dun Laoghaire Rathdown","Number","2020"
"Births within Marriage","1989","South Dublin","Number","3138"
"Births within Marriage","1989","Wicklow","Number","1367"
"Births within Marriage","1989","Carlow","Number","622"
"Births within Marriage","1989","Kildare","Number","1729"
"Births within Marriage","1989","Kilkenny","Number","1019"
"Births within Marriage","1989","Laois","Number","744"
"Births within Marriage","1989","Longford","Number","414"
"Births within Marriage","1989","Louth","Number","1069"
"Births within Marriage","1989","Meath","Number","1443"
"Births within Marriage","1989","Offaly","Number","761"
"Births within Marriage","1989","Westmeath","Number","895"
"Births within Marriage","1989","Wexford","Number","1397"
"Births within Marriage","1989","Waterford County","Number","681"
"Births within Marriage","1989","Waterford City","Number","471"
"Births within Marriage","1989","Clare","Number","1228"
"Births within Marriage","1989","Cork City","Number","1450"
"Births within Marriage","1989","Cork County","Number","3891"
"Births within Marriage","1989","Kerry","Number","1519"
"Births within Marriage","1989","Limerick City","Number","555"
"Births within Marriage","1989","Limerick County","Number","1537"
"Births within Marriage","1989","North Tipperary","Number","754"
"Births within Marriage","1989","South Tipperary","Number","1000"
"Births within Marriage","1989","Tipperary","Number",""
"Births within Marriage","1989","Galway City","Number","456"
"Births within Marriage","1989","Leitrim","Number","342"
"Births within Marriage","1989","Mayo","Number","1455"
"Births within Marriage","1989","Roscommon","Number","613"
"Births within Marriage","1989","Sligo","Number","706"
"Births within Marriage","1989","Galway County","Number","1963"
"Births within Marriage","1989","Cavan","Number","753"
"Births within Marriage","1989","Donegal","Number","1749"
"Births within Marriage","1989","Monaghan","Number","647"
"Births within Marriage","1989","Outside the State","Number",""
"Births within Marriage","1990","State","Number","45277"
"Births within Marriage","1990","Dublin City","Number","4393"
"Births within Marriage","1990","Fingal","Number","2457"
"Births within Marriage","1990","Dun Laoghaire Rathdown","Number","2103"
"Births within Marriage","1990","South Dublin","Number","3096"
"Births within Marriage","1990","Wicklow","Number","1377"
"Births within Marriage","1990","Carlow","Number","599"
"Births within Marriage","1990","Kildare","Number","1880"
"Births within Marriage","1990","Kilkenny","Number","1025"
"Births within Marriage","1990","Laois","Number","688"
"Births within Marriage","1990","Longford","Number","440"
"Births within Marriage","1990","Louth","Number","1134"
"Births within Marriage","1990","Meath","Number","1430"
"Births within Marriage","1990","Offaly","Number","790"
"Births within Marriage","1990","Westmeath","Number","841"
"Births within Marriage","1990","Wexford","Number","1382"
"Births within Marriage","1990","Waterford County","Number","677"
"Births within Marriage","1990","Waterford City","Number","449"
"Births within Marriage","1990","Clare","Number","1188"
"Births within Marriage","1990","Cork City","Number","1459"
"Births within Marriage","1990","Cork County","Number","3781"
"Births within Marriage","1990","Kerry","Number","1509"
"Births within Marriage","1990","Limerick City","Number","610"
"Births within Marriage","1990","Limerick County","Number","1575"
"Births within Marriage","1990","North Tipperary","Number","782"
"Births within Marriage","1990","South Tipperary","Number","893"
"Births within Marriage","1990","Tipperary","Number",""
"Births within Marriage","1990","Galway City","Number","629"
"Births within Marriage","1990","Leitrim","Number","315"
"Births within Marriage","1990","Mayo","Number","1481"
"Births within Marriage","1990","Roscommon","Number","636"
"Births within Marriage","1990","Sligo","Number","724"
"Births within Marriage","1990","Galway County","Number","1827"
"Births within Marriage","1990","Cavan","Number","783"
"Births within Marriage","1990","Donegal","Number","1675"
"Births within Marriage","1990","Monaghan","Number","649"
"Births within Marriage","1990","Outside the State","Number",""
"Births within Marriage","1991","State","Number","43806"
"Births within Marriage","1991","Dublin City","Number","4393"
"Births within Marriage","1991","Fingal","Number","2452"
"Births within Marriage","1991","Dun Laoghaire Rathdown","Number","2227"
"Births within Marriage","1991","South Dublin","Number","2933"
"Births within Marriage","1991","Wicklow","Number","1309"
"Births within Marriage","1991","Carlow","Number","542"
"Births within Marriage","1991","Kildare","Number","1858"
"Births within Marriage","1991","Kilkenny","Number","918"
"Births within Marriage","1991","Laois","Number","681"
"Births within Marriage","1991","Longford","Number","403"
"Births within Marriage","1991","Louth","Number","1030"
"Births within Marriage","1991","Meath","Number","1412"
"Births within Marriage","1991","Offaly","Number","735"
"Births within Marriage","1991","Westmeath","Number","816"
"Births within Marriage","1991","Wexford","Number","1408"
"Births within Marriage","1991","Waterford County","Number","688"
"Births within Marriage","1991","Waterford City","Number","359"
"Births within Marriage","1991","Clare","Number","1106"
"Births within Marriage","1991","Cork City","Number","1173"
"Births within Marriage","1991","Cork County","Number","3989"
"Births within Marriage","1991","Kerry","Number","1422"
"Births within Marriage","1991","Limerick City","Number","538"
"Births within Marriage","1991","Limerick County","Number","1444"
"Births within Marriage","1991","North Tipperary","Number","791"
"Births within Marriage","1991","South Tipperary","Number","864"
"Births within Marriage","1991","Tipperary","Number",""
"Births within Marriage","1991","Galway City","Number","499"
"Births within Marriage","1991","Leitrim","Number","305"
"Births within Marriage","1991","Mayo","Number","1429"
"Births within Marriage","1991","Roscommon","Number","631"
"Births within Marriage","1991","Sligo","Number","705"
"Births within Marriage","1991","Galway County","Number","1796"
"Births within Marriage","1991","Cavan","Number","706"
"Births within Marriage","1991","Donegal","Number","1606"
"Births within Marriage","1991","Monaghan","Number","638"
"Births within Marriage","1991","Outside the State","Number",""
"Births within Marriage","1992","State","Number","41878"
"Births within Marriage","1992","Dublin City","Number","4308"
"Births within Marriage","1992","Fingal","Number","2188"
"Births within Marriage","1992","Dun Laoghaire Rathdown","Number","2007"
"Births within Marriage","1992","South Dublin","Number","2772"
"Births within Marriage","1992","Wicklow","Number","1260"
"Births within Marriage","1992","Carlow","Number","569"
"Births within Marriage","1992","Kildare","Number","1743"
"Births within Marriage","1992","Kilkenny","Number","911"
"Births within Marriage","1992","Laois","Number","573"
"Births within Marriage","1992","Longford","Number","360"
"Births within Marriage","1992","Louth","Number","1024"
"Births within Marriage","1992","Meath","Number","1326"
"Births within Marriage","1992","Offaly","Number","724"
"Births within Marriage","1992","Westmeath","Number","811"
"Births within Marriage","1992","Wexford","Number","1263"
"Births within Marriage","1992","Waterford County","Number","681"
"Births within Marriage","1992","Waterford City","Number","362"
"Births within Marriage","1992","Clare","Number","1109"
"Births within Marriage","1992","Cork City","Number","1219"
"Births within Marriage","1992","Cork County","Number","3743"
"Births within Marriage","1992","Kerry","Number","1377"
"Births within Marriage","1992","Limerick City","Number","476"
"Births within Marriage","1992","Limerick County","Number","1464"
"Births within Marriage","1992","North Tipperary","Number","740"
"Births within Marriage","1992","South Tipperary","Number","809"
"Births within Marriage","1992","Tipperary","Number",""
"Births within Marriage","1992","Galway City","Number","593"
"Births within Marriage","1992","Leitrim","Number","316"
"Births within Marriage","1992","Mayo","Number","1338"
"Births within Marriage","1992","Roscommon","Number","552"
"Births within Marriage","1992","Sligo","Number","649"
"Births within Marriage","1992","Galway County","Number","1749"
"Births within Marriage","1992","Cavan","Number","692"
"Births within Marriage","1992","Donegal","Number","1539"
"Births within Marriage","1992","Monaghan","Number","631"
"Births within Marriage","1992","Outside the State","Number",""
"Births within Marriage","1993","State","Number","39478"
"Births within Marriage","1993","Dublin City","Number","3961"
"Births within Marriage","1993","Fingal","Number","2140"
"Births within Marriage","1993","Dun Laoghaire Rathdown","Number","1890"
"Births within Marriage","1993","South Dublin","Number","2669"
"Births within Marriage","1993","Wicklow","Number","1205"
"Births within Marriage","1993","Carlow","Number","500"
"Births within Marriage","1993","Kildare","Number","1685"
"Births within Marriage","1993","Kilkenny","Number","869"
"Births within Marriage","1993","Laois","Number","573"
"Births within Marriage","1993","Longford","Number","343"
"Births within Marriage","1993","Louth","Number","925"
"Births within Marriage","1993","Meath","Number","1259"
"Births within Marriage","1993","Offaly","Number","675"
"Births within Marriage","1993","Westmeath","Number","819"
"Births within Marriage","1993","Wexford","Number","1177"
"Births within Marriage","1993","Waterford County","Number","568"
"Births within Marriage","1993","Waterford City","Number","363"
"Births within Marriage","1993","Clare","Number","1064"
"Births within Marriage","1993","Cork City","Number","1091"
"Births within Marriage","1993","Cork County","Number","3597"
"Births within Marriage","1993","Kerry","Number","1233"
"Births within Marriage","1993","Limerick City","Number","415"
"Births within Marriage","1993","Limerick County","Number","1461"
"Births within Marriage","1993","North Tipperary","Number","726"
"Births within Marriage","1993","South Tipperary","Number","789"
"Births within Marriage","1993","Tipperary","Number",""
"Births within Marriage","1993","Galway City","Number","540"
"Births within Marriage","1993","Leitrim","Number","257"
"Births within Marriage","1993","Mayo","Number","1178"
"Births within Marriage","1993","Roscommon","Number","508"
"Births within Marriage","1993","Sligo","Number","605"
"Births within Marriage","1993","Galway County","Number","1658"
"Births within Marriage","1993","Cavan","Number","662"
"Births within Marriage","1993","Donegal","Number","1513"
"Births within Marriage","1993","Monaghan","Number","560"
"Births within Marriage","1993","Outside the State","Number",""
"Births within Marriage","1994","State","Number","38206"
"Births within Marriage","1994","Dublin City","Number","3803"
"Births within Marriage","1994","Fingal","Number","2301"
"Births within Marriage","1994","Dun Laoghaire Rathdown","Number","2125"
"Births within Marriage","1994","South Dublin","Number","2333"
"Births within Marriage","1994","Wicklow","Number","1159"
"Births within Marriage","1994","Carlow","Number","484"
"Births within Marriage","1994","Kildare","Number","1696"
"Births within Marriage","1994","Kilkenny","Number","768"
"Births within Marriage","1994","Laois","Number","582"
"Births within Marriage","1994","Longford","Number","321"
"Births within Marriage","1994","Louth","Number","916"
"Births within Marriage","1994","Meath","Number","1185"
"Births within Marriage","1994","Offaly","Number","608"
"Births within Marriage","1994","Westmeath","Number","786"
"Births within Marriage","1994","Wexford","Number","1109"
"Births within Marriage","1994","Waterford County","Number","514"
"Births within Marriage","1994","Waterford City","Number","400"
"Births within Marriage","1994","Clare","Number","957"
"Births within Marriage","1994","Cork City","Number","1093"
"Births within Marriage","1994","Cork County","Number","3496"
"Births within Marriage","1994","Kerry","Number","1270"
"Births within Marriage","1994","Limerick City","Number","455"
"Births within Marriage","1994","Limerick County","Number","1324"
"Births within Marriage","1994","North Tipperary","Number","710"
"Births within Marriage","1994","South Tipperary","Number","719"
"Births within Marriage","1994","Tipperary","Number",""
"Births within Marriage","1994","Galway City","Number","563"
"Births within Marriage","1994","Leitrim","Number","245"
"Births within Marriage","1994","Mayo","Number","1157"
"Births within Marriage","1994","Roscommon","Number","472"
"Births within Marriage","1994","Sligo","Number","625"
"Births within Marriage","1994","Galway County","Number","1460"
"Births within Marriage","1994","Cavan","Number","618"
"Births within Marriage","1994","Donegal","Number","1437"
"Births within Marriage","1994","Monaghan","Number","515"
"Births within Marriage","1994","Outside the State","Number",""
"Births within Marriage","1995","State","Number","37925"
"Births within Marriage","1995","Dublin City","Number","3640"
"Births within Marriage","1995","Fingal","Number","2247"
"Births within Marriage","1995","Dun Laoghaire Rathdown","Number","2152"
"Births within Marriage","1995","South Dublin","Number","2355"
"Births within Marriage","1995","Wicklow","Number","1149"
"Births within Marriage","1995","Carlow","Number","431"
"Births within Marriage","1995","Kildare","Number","1670"
"Births within Marriage","1995","Kilkenny","Number","789"
"Births within Marriage","1995","Laois","Number","586"
"Births within Marriage","1995","Longford","Number","316"
"Births within Marriage","1995","Louth","Number","881"
"Births within Marriage","1995","Meath","Number","1205"
"Births within Marriage","1995","Offaly","Number","657"
"Births within Marriage","1995","Westmeath","Number","783"
"Births within Marriage","1995","Wexford","Number","1129"
"Births within Marriage","1995","Waterford County","Number","556"
"Births within Marriage","1995","Waterford City","Number","401"
"Births within Marriage","1995","Clare","Number","949"
"Births within Marriage","1995","Cork City","Number","1057"
"Births within Marriage","1995","Cork County","Number","3523"
"Births within Marriage","1995","Kerry","Number","1174"
"Births within Marriage","1995","Limerick City","Number","409"
"Births within Marriage","1995","Limerick County","Number","1313"
"Births within Marriage","1995","North Tipperary","Number","625"
"Births within Marriage","1995","South Tipperary","Number","783"
"Births within Marriage","1995","Tipperary","Number",""
"Births within Marriage","1995","Galway City","Number","574"
"Births within Marriage","1995","Leitrim","Number","264"
"Births within Marriage","1995","Mayo","Number","1164"
"Births within Marriage","1995","Roscommon","Number","483"
"Births within Marriage","1995","Sligo","Number","561"
"Births within Marriage","1995","Galway County","Number","1508"
"Births within Marriage","1995","Cavan","Number","626"
"Births within Marriage","1995","Donegal","Number","1418"
"Births within Marriage","1995","Monaghan","Number","547"
"Births within Marriage","1995","Outside the State","Number",""
"Births within Marriage","1996","State","Number","37858"
"Births within Marriage","1996","Dublin City","Number","3509"
"Births within Marriage","1996","Fingal","Number","2128"
"Births within Marriage","1996","Dun Laoghaire Rathdown","Number","2159"
"Births within Marriage","1996","South Dublin","Number","2571"
"Births within Marriage","1996","Wicklow","Number","1109"
"Births within Marriage","1996","Carlow","Number","447"
"Births within Marriage","1996","Kildare","Number","1691"
"Births within Marriage","1996","Kilkenny","Number","777"
"Births within Marriage","1996","Laois","Number","566"
"Births within Marriage","1996","Longford","Number","327"
"Births within Marriage","1996","Louth","Number","902"
"Births within Marriage","1996","Meath","Number","1221"
"Births within Marriage","1996","Offaly","Number","662"
"Births within Marriage","1996","Westmeath","Number","749"
"Births within Marriage","1996","Wexford","Number","1125"
"Births within Marriage","1996","Waterford County","Number","561"
"Births within Marriage","1996","Waterford City","Number","409"
"Births within Marriage","1996","Clare","Number","974"
"Births within Marriage","1996","Cork City","Number","1149"
"Births within Marriage","1996","Cork County","Number","3350"
"Births within Marriage","1996","Kerry","Number","1232"
"Births within Marriage","1996","Limerick City","Number","557"
"Births within Marriage","1996","Limerick County","Number","1273"
"Births within Marriage","1996","North Tipperary","Number","650"
"Births within Marriage","1996","South Tipperary","Number","732"
"Births within Marriage","1996","Tipperary","Number",""
"Births within Marriage","1996","Galway City","Number","524"
"Births within Marriage","1996","Leitrim","Number","234"
"Births within Marriage","1996","Mayo","Number","1152"
"Births within Marriage","1996","Roscommon","Number","463"
"Births within Marriage","1996","Sligo","Number","599"
"Births within Marriage","1996","Galway County","Number","1553"
"Births within Marriage","1996","Cavan","Number","597"
"Births within Marriage","1996","Donegal","Number","1372"
"Births within Marriage","1996","Monaghan","Number","534"
"Births within Marriage","1996","Outside the State","Number",""
"Births within Marriage","1997","State","Number","38626"
"Births within Marriage","1997","Dublin City","Number","3500"
"Births within Marriage","1997","Fingal","Number","2118"
"Births within Marriage","1997","Dun Laoghaire Rathdown","Number","2185"
"Births within Marriage","1997","South Dublin","Number","2624"
"Births within Marriage","1997","Wicklow","Number","1164"
"Births within Marriage","1997","Carlow","Number","408"
"Births within Marriage","1997","Kildare","Number","1858"
"Births within Marriage","1997","Kilkenny","Number","809"
"Births within Marriage","1997","Laois","Number","605"
"Births within Marriage","1997","Longford","Number","343"
"Births within Marriage","1997","Louth","Number","946"
"Births within Marriage","1997","Meath","Number","1390"
"Births within Marriage","1997","Offaly","Number","652"
"Births within Marriage","1997","Westmeath","Number","741"
"Births within Marriage","1997","Wexford","Number","1114"
"Births within Marriage","1997","Waterford County","Number","561"
"Births within Marriage","1997","Waterford City","Number","350"
"Births within Marriage","1997","Clare","Number","1013"
"Births within Marriage","1997","Cork City","Number","1081"
"Births within Marriage","1997","Cork County","Number","3526"
"Births within Marriage","1997","Kerry","Number","1293"
"Births within Marriage","1997","Limerick City","Number","549"
"Births within Marriage","1997","Limerick County","Number","1207"
"Births within Marriage","1997","North Tipperary","Number","691"
"Births within Marriage","1997","South Tipperary","Number","743"
"Births within Marriage","1997","Tipperary","Number",""
"Births within Marriage","1997","Galway City","Number","598"
"Births within Marriage","1997","Leitrim","Number","253"
"Births within Marriage","1997","Mayo","Number","1148"
"Births within Marriage","1997","Roscommon","Number","489"
"Births within Marriage","1997","Sligo","Number","595"
"Births within Marriage","1997","Galway County","Number","1488"
"Births within Marriage","1997","Cavan","Number","646"
"Births within Marriage","1997","Donegal","Number","1418"
"Births within Marriage","1997","Monaghan","Number","520"
"Births within Marriage","1997","Outside the State","Number",""
"Births within Marriage","1998","State","Number","38477"
"Births within Marriage","1998","Dublin City","Number","3764"
"Births within Marriage","1998","Fingal","Number","2164"
"Births within Marriage","1998","Dun Laoghaire Rathdown","Number","2129"
"Births within Marriage","1998","South Dublin","Number","2479"
"Births within Marriage","1998","Wicklow","Number","1199"
"Births within Marriage","1998","Carlow","Number","457"
"Births within Marriage","1998","Kildare","Number","1925"
"Births within Marriage","1998","Kilkenny","Number","797"
"Births within Marriage","1998","Laois","Number","566"
"Births within Marriage","1998","Longford","Number","326"
"Births within Marriage","1998","Louth","Number","908"
"Births within Marriage","1998","Meath","Number","1309"
"Births within Marriage","1998","Offaly","Number","678"
"Births within Marriage","1998","Westmeath","Number","743"
"Births within Marriage","1998","Wexford","Number","1104"
"Births within Marriage","1998","Waterford County","Number","526"
"Births within Marriage","1998","Waterford City","Number","374"
"Births within Marriage","1998","Clare","Number","974"
"Births within Marriage","1998","Cork City","Number","1082"
"Births within Marriage","1998","Cork County","Number","3588"
"Births within Marriage","1998","Kerry","Number","1218"
"Births within Marriage","1998","Limerick City","Number","516"
"Births within Marriage","1998","Limerick County","Number","1292"
"Births within Marriage","1998","North Tipperary","Number","623"
"Births within Marriage","1998","South Tipperary","Number","671"
"Births within Marriage","1998","Tipperary","Number",""
"Births within Marriage","1998","Galway City","Number","558"
"Births within Marriage","1998","Leitrim","Number","234"
"Births within Marriage","1998","Mayo","Number","1134"
"Births within Marriage","1998","Roscommon","Number","466"
"Births within Marriage","1998","Sligo","Number","594"
"Births within Marriage","1998","Galway County","Number","1594"
"Births within Marriage","1998","Cavan","Number","603"
"Births within Marriage","1998","Donegal","Number","1364"
"Births within Marriage","1998","Monaghan","Number","518"
"Births within Marriage","1998","Outside the State","Number",""
"Births within Marriage","1999","State","Number","37134"
"Births within Marriage","1999","Dublin City","Number","3447"
"Births within Marriage","1999","Fingal","Number","2220"
"Births within Marriage","1999","Dun Laoghaire Rathdown","Number","1969"
"Births within Marriage","1999","South Dublin","Number","2302"
"Births within Marriage","1999","Wicklow","Number","1207"
"Births within Marriage","1999","Carlow","Number","416"
"Births within Marriage","1999","Kildare","Number","1912"
"Births within Marriage","1999","Kilkenny","Number","725"
"Births within Marriage","1999","Laois","Number","567"
"Births within Marriage","1999","Longford","Number","312"
"Births within Marriage","1999","Louth","Number","896"
"Births within Marriage","1999","Meath","Number","1385"
"Births within Marriage","1999","Offaly","Number","610"
"Births within Marriage","1999","Westmeath","Number","757"
"Births within Marriage","1999","Wexford","Number","1128"
"Births within Marriage","1999","Waterford County","Number","606"
"Births within Marriage","1999","Waterford City","Number","308"
"Births within Marriage","1999","Clare","Number","1079"
"Births within Marriage","1999","Cork City","Number","902"
"Births within Marriage","1999","Cork County","Number","3436"
"Births within Marriage","1999","Kerry","Number","1151"
"Births within Marriage","1999","Limerick City","Number","374"
"Births within Marriage","1999","Limerick County","Number","1284"
"Births within Marriage","1999","North Tipperary","Number","612"
"Births within Marriage","1999","South Tipperary","Number","699"
"Births within Marriage","1999","Tipperary","Number",""
"Births within Marriage","1999","Galway City","Number","480"
"Births within Marriage","1999","Leitrim","Number","251"
"Births within Marriage","1999","Mayo","Number","1109"
"Births within Marriage","1999","Roscommon","Number","420"
"Births within Marriage","1999","Sligo","Number","545"
"Births within Marriage","1999","Galway County","Number","1544"
"Births within Marriage","1999","Cavan","Number","594"
"Births within Marriage","1999","Donegal","Number","1372"
"Births within Marriage","1999","Monaghan","Number","515"
"Births within Marriage","1999","Outside the State","Number",""
"Births within Marriage","2000","State","Number","37523"
"Births within Marriage","2000","Dublin City","Number","3668"
"Births within Marriage","2000","Fingal","Number","2084"
"Births within Marriage","2000","Dun Laoghaire Rathdown","Number","1940"
"Births within Marriage","2000","South Dublin","Number","2392"
"Births within Marriage","2000","Wicklow","Number","1250"
"Births within Marriage","2000","Carlow","Number","451"
"Births within Marriage","2000","Kildare","Number","2096"
"Births within Marriage","2000","Kilkenny","Number","784"
"Births within Marriage","2000","Laois","Number","552"
"Births within Marriage","2000","Longford","Number","320"
"Births within Marriage","2000","Louth","Number","983"
"Births within Marriage","2000","Meath","Number","1483"
"Births within Marriage","2000","Offaly","Number","577"
"Births within Marriage","2000","Westmeath","Number","774"
"Births within Marriage","2000","Wexford","Number","1026"
"Births within Marriage","2000","Waterford County","Number","548"
"Births within Marriage","2000","Waterford City","Number","377"
"Births within Marriage","2000","Clare","Number","1016"
"Births within Marriage","2000","Cork City","Number","825"
"Births within Marriage","2000","Cork County","Number","3576"
"Births within Marriage","2000","Kerry","Number","1156"
"Births within Marriage","2000","Limerick City","Number","404"
"Births within Marriage","2000","Limerick County","Number","1185"
"Births within Marriage","2000","North Tipperary","Number","710"
"Births within Marriage","2000","South Tipperary","Number","646"
"Births within Marriage","2000","Tipperary","Number",""
"Births within Marriage","2000","Galway City","Number","577"
"Births within Marriage","2000","Leitrim","Number","230"
"Births within Marriage","2000","Mayo","Number","1112"
"Births within Marriage","2000","Roscommon","Number","397"
"Births within Marriage","2000","Sligo","Number","526"
"Births within Marriage","2000","Galway County","Number","1514"
"Births within Marriage","2000","Cavan","Number","549"
"Births within Marriage","2000","Donegal","Number","1318"
"Births within Marriage","2000","Monaghan","Number","477"
"Births within Marriage","2000","Outside the State","Number",""
"Births within Marriage","2001","State","Number","39740"
"Births within Marriage","2001","Dublin City","Number","3909"
"Births within Marriage","2001","Fingal","Number","2434"
"Births within Marriage","2001","Dun Laoghaire Rathdown","Number","1765"
"Births within Marriage","2001","South Dublin","Number","2614"
"Births within Marriage","2001","Wicklow","Number","1299"
